tanggal,jenis_kejadian_bencana,kelurahan,kecamatan,wilayah,taksiran_kerugian,keterangan_jkb
8/16/2020,Penyelamatan,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,0,Pengendalian Hewan
8/16/2020,Penyelamatan,Pegadungan,Kalideres,Jakarta Barat,0,Pengendalian Hewan
8/16/2020,Penyelamatan,Pegadungan,Kalideres,Jakarta Barat,0,Pengendalian Hewan
8/17/2020,Kebakaran,Gelora,Tanah Abang,Jakarta Pusat,"10,000,000",Bencana Kebakaran
8/16/2020,Kebakaran,Pondok Kopi,Duren Sawit,Jakarta Timur,"300,000,000",Bencana Kebakaran
8/17/2020,Kebakaran,Kuningan Timur,Setiabudi,Jakarta Selatan,0,Bencana Kebakaran
8/17/2020,Penyelamatan,Kayu Putih,Pulogadung,Jakarta Timur,0,Pohon Tumbang
8/17/2020,Kebakaran,Sunter Agung,Tanjung Priok,Jakarta Utara,0,Bencana Kebakaran
8/17/2020,Penyelamatan,Pela Mampang,Mampang Prapatan,Jakarta Selatan,0,Pengendalian Hewan
8/18/2020,Kebakaran,Ciracas,Ciracas,Jakarta Timur,"10,000,000",Bencana Kebakaran
8/18/2020,Kebakaran,Sukabumi Utara,Kebun Jeruk,Jakarta Barat,"150,000",Bencana Kebakaran
8/18/2020,Penyelamatan,KAlideres,Kalideres,Jakarta Barat,0,Operasi Penyelamatan Lainnya
8/18/2020,Penyelamatan,Lebak Bulus,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
8/18/2020,Bantuan Operasi,Karet Tengsin,Tanah Abang,Jakarta Pusat,0,Kerja Bakti
8/18/2020,Penyelamatan,Pegangsaan,Menteng,Jakarta Pusat,0,Pengendalian Hewan
8/18/2020,Penyelamatan,Bendungan Hilir,Tanah Abang,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
8/18/2020,Penyelamatan,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Pengendalian Hewan
8/18/2020,Penyelamatan,Lenteng Agung,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
8/18/2020,Kebakaran,Kartini,Sawah Besar,Jakarta Pusat,"1,296,000,000",Bencana Kebakaran
8/19/2020,Penyelamatan,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,0,Operasi Penyelamatan Lainnya
8/19/2020,Kebakaran,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,"300,000,000",Bencana Kebakaran
8/19/2020,Bantuan Operasi,Pesanggrahan,Pesanggrahan,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/19/2020,Bantuan Operasi,Ciganjur,Jagakarsa,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/19/2020,Bantuan Operasi,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/19/2020,Bantuan Operasi,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/19/2020,Bantuan Operasi,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/19/2020,Bantuan Operasi,Karet,Setiabudi,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/19/2020,Bantuan Operasi,Karet Semanggi,Setiabudi,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/19/2020,Bantuan Operasi,Pasar Minggu,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/19/2020,Penyelamatan,Pondok Labu,Cilandak,Jakarta Selatan,0,Penyelamatan Transportasi
8/19/2020,Penyelamatan,Bale Kambang,Kramat Jati,Jakarta Timur,0,Pengendalian Hewan
8/19/2020,Penyelamatan,Kelapa Dua Wetan,Ciracas,Jakarta Timur,0,Pengendalian Hewan
8/19/2020,Penyelamatan,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
8/19/2020,Penyelamatan,Pegangsaan Dua,Kelapa Gading,Jakarta Utara,0,Pengendalian Hewan
8/19/2020,Kebakaran,Kayu Putih,Pulogadung,Jakarta Timur,"4,000,000",Bencana Kebakaran
8/19/2020,Penyelamatan,Kebon jeruk,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
8/19/2020,Penyelamatan,Johar Baru,Johar Baru,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
8/19/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Bantuan Operasi Lainnya
8/20/2020,Penyelamatan,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
8/20/2020,Penyelamatan,Pondok Bambu,Duren Sawit,Jakarta Timur,0,Operasi Penyelamatan Lainnya
8/20/2020,Penyelamatan,Penggilingan,Cakung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
8/20/2020,Penyelamatan,Bintaro,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
8/20/2020,Penyelamatan,Srengseng Sawah,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
8/20/2020,Penyelamatan,Rorotan,Cilincing,Jakarta Utara,0,Pengendalian Hewan
8/20/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
8/20/2020,Penyelamatan,Penggilingan,Cakung,Jakarta Timur,0,Pengendalian Hewan
8/20/2020,Kebakaran,Ciganjur,Jagakarsa,Jakarta Selatan,0,Bencana Kebakaran
8/21/2020,Penyelamatan,Kebon jeruk,Kebun Jeruk,Jakarta Barat,0,Operasi Penyelamatan Lainnya
8/21/2020,Penyelamatan,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
8/21/2020,Kebakaran,Rambutan,Ciracas,Jakarta Timur,"25,000,000",Bencana Kebakaran
8/21/2020,Penyelamatan,Srengseng Sawah,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
8/21/2020,Penyelamatan,Pulo,Kebayoran Baru,Jakarta Selatan,0,Penyelamatan Transportasi
8/21/2020,Penyelamatan,Cilandak Barat,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
8/21/2020,Kebakaran,Pengadegan,Pancoran,Jakarta Selatan,"120,000",Bencana Kebakaran
8/21/2020,Kebakaran,Jelambar,Grogol Petamburan,Jakarta Barat,"300,000,000",Bencana Kebakaran
8/21/2020,Kebakaran,Kembangan Selatan,Kembangan,Jakarta Barat,0,Bencana Kebakaran
8/21/2020,Kebakaran,Bale Kambang,Kramat Jati,Jakarta Timur,0,Bencana Kebakaran
8/22/2020,Kebakaran,Kota Bambu Utara,Palmerah,Jakarta Barat,"800,000,000",Bencana Kebakaran
8/22/2020,Bantuan Operasi,Menteng dalam,Tebet,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Menteng dalam,Tebet,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Karet,Setiabudi,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Petukangan utara,Pesanggrahan,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Tebet Timur,Tebet,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Bukit Duri,Tebet,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Tebet Barat,Tebet,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Pejaten Timur,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Ragunan,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Pejaten barat,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Cilandak Timur,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Bantuan Operasi,Pasar Minggu,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/22/2020,Penyelamatan,Pesanggrahan,Pesanggrahan,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
8/22/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Operasi Penyelamatan Lainnya
8/22/2020,Kebakaran,Kramat Pela,Kebayoran Baru,Jakarta Selatan,0,Bencana Kebakaran
8/22/2020,Kebakaran,Cengkareng Timur,Cengkareng,Jakarta Barat,0,Bencana Kebakaran
8/23/2020,Penyelamatan,Kapuk Muara,Penjaringan,Jakarta Utara,0,Evakuasi Banjir / Penyelamatan Air 
8/23/2020,Kebakaran,Tebet Barat,Tebet,Jakarta Selatan,"1,000,000",Bencana Kebakaran
8/23/2020,Kebakaran,Rawa Buaya,Cengkareng,Jakarta Barat,"500,000,000",Bencana Kebakaran
8/23/2020,Kebakaran,Pinangsia,Tamansari,Jakarta Barat,"750,000,000",Bencana Kebakaran
8/23/2020,Penyelamatan,Utan Kayu Utara,Matraman,Jakarta Timur,0,Pengendalian Hewan
8/23/2020,Kebakaran,Lebak Bulus,Cilandak,Jakarta Selatan,"10,000,000",Bencana Kebakaran
8/24/2020,Penyelamatan,Sunter Jaya,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
8/24/2020,Penyelamatan,Sunter Jaya,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
8/24/2020,Penyelamatan,Cipulir,Kebayoran Lama,Jakarta Selatan,0,Pengendalian Hewan
8/24/2020,Kebakaran,Cakung Barat,Cakung,Jakarta Timur,0,Bencana Kebakaran
8/24/2020,Kebakaran,Cilangkap,Cipayung,Jakarta Timur,"5,000,000",Bencana Kebakaran
8/24/2020,Penyelamatan,Petukangan Selatan,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
8/25/2020,Bantuan Operasi,Pesanggrahan,Pesanggrahan,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Setiabudi,Setiabudi,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Tebet Timur,Tebet,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Pejaten timur,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Pejaten barat,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,pejaten barat,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Tebet Barat,Tebet,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Bukit Duri,Tebet,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Cilandak Timur,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Pasar Minggu,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/25/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Kerja Bakti
8/25/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Bantuan Operasi Lainnya
8/25/2020,Penyelamatan,Pegangsaan,Menteng,Jakarta Pusat,0,Pengendalian Hewan
8/25/2020,Penyelamatan,Sunter Jaya,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
8/25/2020,Kebakaran,Penjaringan,Penjaringan,Jakarta Utara,0,Bencana Kebakaran
8/25/2020,Kebakaran,Jati,Pulogadung,Jakarta Timur,"4,000,000,000",Bencana Kebakaran
8/25/2020,Penyelamatan,Cakung barat,Cakung,Jakarta Timur,0,Pengendalian Hewan
8/25/2020,Penyelamatan,Menteng dalam,Tebet,Jakarta Selatan,0,Pengendalian Hewan
8/25/2020,Penyelamatan,Kebayoran lama Utara,Kebayoran Lama,Jakarta Selatan,0,Pengendalian Hewan
8/26/2020,Kebakaran,Pisangan Timur,Pulogadung,Jakarta Timur,"5,000,000",Bencana Kebakaran
8/25/2020,Kebakaran,Jembatan Besi,Tambora,Jakarta Barat,0,Bencana Kebakaran
8/25/2020,Kebakaran,Meruya Utara,Kembangan,Jakarta Barat,"150,000,000",Bencana Kebakaran
8/25/2020,Kebakaran,Tangki,Tamansari,Jakarta Barat,0,Bencana Kebakaran
8/25/2020,Penyelamatan,Kemanggisan,Palmerah,Jakarta Barat,0,Pengendalian Hewan
8/25/2020,Penyelamatan,Rawa Buaya,Cengkareng,Jakarta Barat,0,Pengendalian Hewan
8/26/2020,Kebakaran,Semanan,Kalideres,Jakarta Barat,"500,000,000",Bencana Kebakaran
8/26/2020,Kebakaran,Cengkareng Timur,Cengkareng,Jakarta Barat,"5,000,000",Bencana Kebakaran
8/26/2020,Penyelamatan,Cakung Barat,Cakung,Jakarta Timur,0,Pengendalian Hewan
8/26/2020,Penyelamatan,Malaka Jaya,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
8/26/2020,Penyelamatan,Srengseng Sawah,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
8/26/2020,Penyelamatan,Petogogan,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
8/26/2020,Penyelamatan,Pisangan Timur,Pulogadung,Jakarta Timur,0,Pengendalian Hewan
8/26/2020,Penyelamatan,Kalibata,Pancoran,Jakarta Selatan,0,Pengendalian Hewan
8/26/2020,Penyelamatan,Cilandak Timur,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
8/26/2020,Penyelamatan,Kamal,Kalideres,Jakarta Barat,0,Pengendalian Hewan
8/27/2020,Kebakaran,Karang Anyar,Sawah Besar,Jakarta Pusat,0,Bencana Kebakaran
8/27/2020,Kebakaran,Kebon Bawang,Tanjung Priok,Jakarta Utara,0,Bencana Kebakaran
8/27/2020,Kebakaran,Kuningan Timur,Setiabudi,Jakarta Selatan,0,Bencana Kebakaran
8/27/2020,Kebakaran,Pulo Gebang,Cakung,Jakarta Timur,0,Bencana Kebakaran
8/27/2020,Penyelamatan,Menteng,Menteng,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
8/27/2020,Penyelamatan,Kedaung Kali Angke,Cengkareng,Jakarta Barat,0,Pengendalian Hewan
8/27/2020,Penyelamatan,Kramat Pela,Kebayoran Baru,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
8/27/2020,Penyelamatan,Bintaro,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
8/27/2020,Penyelamatan,Pondok Bambu,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
8/27/2020,Penyelamatan,Pulo Gebang,Cakung,Jakarta Timur,0,Pengendalian Hewan
8/27/2020,Penyelamatan,Rambutan,Ciracas,Jakarta Timur,0,Pengendalian Hewan
8/28/2020,Kebakaran,Kampung Rawa,Johar Baru,Jakarta Pusat,"15,000,000",Bencana Kebakaran
8/28/2020,Bantuan Operasi,Karet Semanggi,Setiabudi,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/28/2020,Bantuan Operasi,Karet,Setiabudi,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/28/2020,Bantuan Operasi,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/28/2020,Bantuan Operasi,Pejaten Timur,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/28/2020,Bantuan Operasi,Pasar Minggu,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/28/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Bantuan Operasi Lainnya
8/28/2020,Kebakaran,Pegadungan,Kalideres,Jakarta Barat,"2,500,000",Bencana Kebakaran
8/28/2020,Kebakaran,Rawa Bunga,Jatinegara,Jakarta Timur,"6,000,000",Bencana Kebakaran
8/28/2020,Penyelamatan,Cipulir,Kebayoran Lama,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
8/28/2020,Kebakaran,Jatinegara,Cakung,Jakarta Timur,"3,000,000",Bencana Kebakaran
8/29/2020,Kebakaran,Cengkareng Timur,Cengkareng,Jakarta Barat,"45,000,000",Bencana Kebakaran
8/29/2020,Kebakaran,Tegal Alur,Kalideres,Jakarta Barat,"50,000,000",Bencana Kebakaran
8/29/2020,Kebakaran,Pekayon,Pasar Rebo,Jakarta Timur,"1,000,000",Bencana Kebakaran
8/29/2020,Kebakaran,Cipayung,Cipayung,Jakarta Timur,"2,000,000",Bencana Kebakaran
8/29/2020,Penyelamatan,Ragunan,Pasar Minggu,Jakarta Selatan,0,Penyelamatan Beda Ketinggian
8/29/2020,Penyelamatan,Tanjung Barat,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
8/29/2020,Penyelamatan,Pluit,Penjaringan,Jakarta Utara,0,Operasi Penyelamatan Lainnya
8/29/2020,Kebakaran,Ciracas,Ciracas,Jakarta Timur,0,Bencana Kebakaran
8/29/2020,Penyelamatan,Rawa Terate,Cakung,Jakarta Timur,0,Pengendalian Hewan
8/29/2020,Penyelamatan,Bambu Apus,Cipayung,Jakarta Timur,0,Pengendalian Hewan
8/29/2020,Penyelamatan,Rawamangun,Pulogadung,Jakarta Timur,0,Pengendalian Hewan
8/30/2020,Kebakaran,Cipinang Besar Selatan,Jatinegara,Jakarta Timur,0,Bencana Kebakaran
8/29/2020,Kebakaran,Penggilingan,Cakung,Jakarta Timur,"10,000,000",Bencana Kebakaran
8/29/2020,Penyelamatan,Tanjung Duren Utara,Grogol Petamburan,Jakarta Barat,0,Pengendalian Hewan
8/29/2020,Kebakaran,Kota Bambu Utara,Palmerah,Jakarta Barat,"500,000",Bencana Kebakaran
8/29/2020,Kebakaran,Cipete Selatan,Cilandak,Jakarta Selatan,0,Bencana Kebakaran
8/30/2020,Penyelamatan,Cilandak Barat,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
8/29/2020,Penyelamatan,Tegal Alur,Kalideres,Jakarta Barat,0,Pengendalian Hewan
8/30/2020,Kebakaran,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,"500,000",Bencana Kebakaran
8/30/2020,Penyelamatan,Kebon Manggis,Matraman,Jakarta Timur,0,Operasi Penyelamatan Lainnya
8/30/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
8/30/2020,Penyelamatan,Cipedak,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
8/30/2020,Penyelamatan,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
8/30/2020,Penyelamatan,Rambutan,Ciracas,Jakarta Timur,0,Pengendalian Hewan
8/30/2020,Kebakaran,Bendungan Hilir,Tanah Abang,Jakarta Pusat,"56,000,000",Bencana Kebakaran
8/30/2020,Kebakaran,Cakung Barat,Cakung,Jakarta Timur,0,Bencana Kebakaran
8/31/2020,Penyelamatan,Sukabumi Utara,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
8/31/2020,Kebakaran,Srengseng Sawah,Jagakarsa,Jakarta Selatan,0,Bencana Kebakaran
8/31/2020,Bantuan Operasi,Karet Kuningan,Setiabudi,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/31/2020,Bantuan Operasi,Karet Kuningan,Setiabudi,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/31/2020,Bantuan Operasi,Menteng Atas,Setiabudi,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/31/2020,Bantuan Operasi,Cilandak Timur,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/31/2020,Bantuan Operasi,Ragunan,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/31/2020,Bantuan Operasi,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/31/2020,Bantuan Operasi,Lenteng Agung,Jagakarsa,Jakarta Selatan,0,Kesiagaan/Penjagaan
8/31/2020,Penyelamatan,bale kambang,Kramat Jati,Jakarta Timur,0,Pengendalian Hewan
8/31/2020,Penyelamatan,Pondok Bambu,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
8/31/2020,Penyelamatan,Sunter agung,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
8/31/2020,Penyelamatan,rorotan,Cilincing,Jakarta Utara,0,Pengendalian Hewan
8/31/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Bantuan Operasi Lainnya
8/31/2020,Penyelamatan,Pegadungan,Kalideres,Jakarta Barat,0,Pengendalian Hewan
8/31/2020,Kebakaran,Semanan,Kalideres,Jakarta Barat,"500,000",Bencana Kebakaran
8/31/2020,Penyelamatan,Cengkareng Timur,Cengkareng,Jakarta Barat,0,Pengendalian Hewan
8/31/2020,Kebakaran,Rawa Buaya,Cengkareng,Jakarta Barat,"80,000,000",Bencana Kebakaran
8/31/2020,Kebakaran,Tegal Alur,Kalideres,Jakarta Barat,"4,000,000",Bencana Kebakaran
8/31/2020,Kebakaran,Kelapa Dua,Kebun Jeruk,Jakarta Barat,0,Bencana Kebakaran
8/31/2020,Penyelamatan,Duren Sawit,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
8/31/2020,Kebakaran,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Bencana Kebakaran
8/31/2020,Kebakaran,Petukangan Selatan,Pesanggrahan,Jakarta Selatan,0,Bencana Kebakaran
4/1/2020,Kebakaran,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Bencana Kebakaran
4/1/2020,Kebakaran,Rawa Badak Selatan,Koja,Jakarta Utara,210000000,Bencana Kebakaran
4/1/2020,Kebakaran,Bale Kambang,Kramat Jati,Jakarta Timur,"50,000,000",Bencana Kebakaran
4/1/2020,Penyelamatan,Cipayung,Cipayung,Jakarta Timur,0,Pengendalian Hewan
4/1/2020,Penyelamatan,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Penyelamatan Transportasi
4/1/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
4/1/2020,Penyelamatan,Cipinang Muara,Jatinegara,Jakarta Timur,0,Pengendalian Hewan
4/1/2020,Penyelamatan,Cakung Timur,Cakung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
4/1/2020,Kebakaran,Duren Sawit,Duren Sawit,Jakarta Timur,0,Bencana Kebakaran
4/1/2020,Penyelamatan,Cipedak,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
4/1/2020,Penyelamatan,Bukit Duri,Tebet,Jakarta Selatan,0,Evakuasi Banjir / Penyelamatan Air 
4/1/2020,Penyelamatan,Cibubur,Ciracas,Jakarta Timur,0,Pengendalian Hewan
4/2/2020,Penyelamatan,Setu,Cipayung,Jakarta Timur,0,Pengendalian Hewan
4/2/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Operasi Penyelamatan Lainnya
4/2/2020,Penyelamatan,Kebon Bawang,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
4/2/2020,Penyelamatan,Gunung,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
4/2/2020,Penyelamatan,Bukit Duri,Tebet,Jakarta Selatan,0,Evakuasi Banjir / Penyelamatan Air 
4/2/2020,Penyelamatan,Gandaria Utara,Kebayoran Baru,Jakarta Selatan,0,Pohon Tumbang
4/2/2020,Penyelamatan,Ulujami,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
4/2/2020,Kebakaran,Cakung Timur,Cakung,Jakarta Timur,"500,000,000",Bencana Kebakaran
4/2/2020,Kebakaran,Kartini,Sawah Besar,Jakarta Pusat,0,Bencana Kebakaran
4/2/2020,Kebakaran,Cilangkap,Cipayung,Jakarta Timur,0,Bencana Kebakaran
4/3/2020,Kebakaran,Kramat Jati,Kramat Jati,Jakarta Timur,200000,Bencana Kebakaran
4/3/2020,Kebakaran,Kalisari,Pasar Rebo,Jakarta Timur,40000000,Bencana Kebakaran
4/3/2020,Kebakaran,Cipete Selatan,Cilandak,Jakarta Selatan,8000000,Bencana Kebakaran
4/3/2020,Kebakaran,Cilandak Timur,Pasar Minggu,Jakarta Selatan,20000000,Bencana Kebakaran
4/3/2020,Kebakaran,Duren Tiga,Pancoran,Jakarta Selatan,10000000,Bencana Kebakaran
4/2/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
4/3/2020,Penyelamatan,Cakung Barat,Cakung,Jakarta Timur,0,Pengendalian Hewan
4/3/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Pengendalian Hewan
4/4/2020,Kebakaran,Cikini,Menteng,Jakarta Pusat,"5,000,000",Bencana Kebakaran
4/3/2020,Penyelamatan,Angke,Tambora,Jakarta Barat,0,Pengendalian Hewan
4/4/2020,Penyelamatan,Rawamangun,Pulogadung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
4/4/2020,Penyelamatan,Rawajati,Pancoran,Jakarta Selatan,"5,000,000",Operasi Penyelamatan Lainnya
4/4/2020,Penyelamatan,Cipete Selatan,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
4/4/2020,Penyelamatan,Cililitan,Kramat Jati,Jakarta Timur,0,Pengendalian Hewan
4/4/2020,Penyelamatan,Rorotan,Cilincing,Jakarta Utara,0,Pengendalian Hewan
4/5/2020,Kebakaran,Jembatan Besi,Tambora,Jakarta Barat,0,Bencana Kebakaran
4/5/2020,Penyelamatan,Dukuh,Kramat Jati,Jakarta Timur,0,Penyelamatan Transportasi
4/5/2020,Penyelamatan,Mangga Dua Selatan,Sawah Besar,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
4/5/2020,Penyelamatan,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,0,Pengendalian Hewan
4/5/2020,Kebakaran,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,76000,Bencana Kebakaran
4/5/2020,Kebakaran,Kembangan Selatan,Kembangan,Jakarta Barat,"5,000,000",Bencana Kebakaran
4/5/2020,Kebakaran,Pengadegan,Pancoran,Jakarta Selatan,"5,000,000",Bencana Kebakaran
4/5/2020,Penyelamatan,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Pengendalian Hewan
4/5/2020,Kebakaran,Cipinang Besar Selatan,Jatinegara,Jakarta Timur,25000000,Bencana Kebakaran
4/5/2020,Penyelamatan,Susukan,Ciracas,Jakarta Timur,0,Pengendalian Hewan
4/5/2020,Penyelamatan,Pekayon,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
4/6/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
4/6/2020,Kebakaran,Pegadungan,Kalideres,Jakarta Barat,3000000,Bencana Kebakaran
4/6/2020,Penyelamatan,Duri kosambi,Cengkareng,Jakarta Barat,0,Pengendalian Hewan
4/6/2020,Penyelamatan,joglo,Kembangan,Jakarta Barat,0,Pengendalian Hewan
4/6/2020,Penyelamatan,Joglo,Kembangan,Jakarta Barat,0,Pengendalian Hewan
4/6/2020,Penyelamatan,Kemanggisan,Palmerah,Jakarta Barat,0,Pohon Tumbang
4/6/2020,Kebakaran,Sukapura,Cilincing,Jakarta Utara,0,Bencana Kebakaran
